Ga0074140	0.01547	0.00666	0.00196	0.00599	0	0	0	0	0.00421	0.00834	0.00991	0.00639	0.05135	0	0	0.017	0.01097	0	0	0.02214	0.00438	0.00761	0.01056	0	0.01027	0.00158	0.00653	0.02513	0.02335	0.04654	0.02838	0.0491	0.03377	0.02316	0.01365	0.01399
Methanomassiliicoccus	0	0	0	0	0	0	0	0	0	0	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas	0.62934	1.4463	1.107	1.6211	2.02641	3.26337	1.06961	2.16176	1.51693	0.26159	0.62449	1.88279	3.72838	2.02548	0.95173	1.18145	0.54799	1.12083	1.0705	1.66547	1.43858	2.92935	4.45023	2.80042	0.8908	0.77101	0.15452	0.18118	0.67416	0.64083	1.1907	0.44971	0.14501	0.4742	0.63711	0.65329
Apibacter	0	0	0.00457	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nakamurella	0	0	0.01764	0.01097	0.01055	0.00684	0.00764	0.0081	0	0.00531	0	0	0.02607	0	0	0	0.01006	0.00886	0	0	0	0.03576	0.0088	0	0	0	0	0	0.00778	0	0.00525	0	0	0	0	0
Limnobacter	0.15563	0.04126	0.0516	0.02095	0.12761	0.33905	0.08743	0.23501	0.09165	0.72643	0.04895	0.12984	0.00474	0.02928	0	0.07396	0.04026	0.16646	0.00076	0.0145	0.00702	0.03653	0.00792	0.1599	0.28204	0.31757	0.01632	0.01322	0	0.00836	0.02943	0.30717	0.00795	0.02098	0.01479	0.00568
MND1	0.57421	0.91181	1.01626	1.04349	0.78005	1.36301	1.19099	0.75369	1.3884	0.55809	0.93488	0.80568	0.31125	1.35212	1.07435	0.76264	0.12167	0.30237	0.76208	0.73046	0.85385	0.5151	0.15664	0.27457	0.97557	1.44961	1.08495	1.19943	1.26891	1.46548	1.46503	0.53652	1.32961	1.12545	0.98182	1.61879
Chryseotalea	1.38434	0.2762	0.3383	1.23403	0.50183	0.66343	0.32851	0.38493	0.64471	1.18217	0.53466	0.32248	0.88235	1.17645	1.397	0.43478	0.36869	0.36244	0.57532	0.61518	0.55405	0.82251	0.68112	0.63385	1.57408	1.31848	1.30368	1.1267	1.12259	0.72556	0.74513	0.74907	1.55011	1.22862	2.05014	1.80421
Bryobacter	1.41814	0.9804	1.07241	1.1562	1.16673	0.77674	0.98641	0.75368	0.88169	1.42634	0.96152	1.0941	0.24489	0.85551	0.76406	0.18392	0.34855	0.07286	0.17012	0.13815	0.26388	0.16892	0.1804	0.24398	0.51476	0.50481	0.8368	0.7657	0.81896	0.75062	0.58011	0.7832	0.37612	0.54984	0.57568	0.4574
Vicinamibacter	0	0.002	0	0	0	0	0	0	0	0	0.02044	0	0.00237	0	0.01604	0	0.00915	0	0.00302	0	0	0	0	0	0.00411	0.01422	0.00218	0.01587	0.00311	0	0.01156	0	0.04039	0	0	0.01705
Pelotalea	0	0.03127	0	0.00998	0	0	0	0	0.00737	0	0.00124	0	0.56242	0	0	0.90057	1.60472	0.0778	0.25175	0.44499	0	0	0.03168	0.00191	0.01644	0.08532	0	0.02512	0.01713	0.22078	0.11455	0.08144	0	0.05333	0.21389	0
Candidatus Koribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00514	0	0.00435	0	0	0.00955	0.00315	0.00719	0	0.0035	0.00455	0.00131
Teretinema	0	0	0	0	0	0	0	0	0.00316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gracilinema	0	0	0	0	0	0	0.00424	0.00405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01313	0	0	0	0	0	0
Salinispira	0	0.00333	0.00392	0	0	0	0.00594	0	0	0	0.01611	0.01171	0	0	0.00566	0	0	0.00689	0.00832	0	0	0.00684	0.00264	0	0.01027	0.0079	0.00653	0.00793	0.00778	0.02505	0.03888	0	0.04966	0.0236	0.03868	0.03149
Spirochaeta 2	0.00677	0.13243	0.0405	0.01696	0.0758	0.01075	0.07046	0.0081	0.00948	0.11829	0.22489	0.12133	0	0.03469	0.01886	0.02299	0.02653	0.00492	0	0	0.00175	0.00228	0.00352	0	0.04778	0.01264	0.01633	0.08992	0.00778	0.03341	0.08617	0.01138	0.17017	0.04545	0.33902	0.07695
Spirochaeta	0.01353	0.01131	0.01045	0.02494	0.03742	0.02052	0.11715	0.06483	0.01475	0.03185	0.04461	0.04789	0	0.02169	0.00189	0	0	0	0	0.00153	0	0	0	0	0	0.00237	0	0.00397	0	0.02268	0	0	0	0	0	0
Candidatus Nitrosoarchaeum	0.02611	0.08053	0.08426	0.04987	0.0998	0.03518	0.03226	0.05268	0.05899	0.05838	0.06754	0.08834	0.04345	0.06831	0.04245	0.05999	0.03018	0.00886	0.03477	0.03207	0.00789	0.07154	0.1056	0.05606	0.08629	0.01422	0.08378	0.07406	0.03892	0.05609	0.165	0.03414	0.03113	0.03846	0.03413	0.04154
Acidiferrimicrobium	0.18464	0.19901	0.27954	0.1207	0.11611	0.14948	0.1112	0.08915	0.19068	0.17212	0.10345	0.16071	0.25595	0.20818	0.78104	0.19591	0.21225	0.30434	0.20186	0.41599	0.62068	0.45652	0.62217	0.46885	0.22758	0.22515	0.30143	0.13621	0.68507	0.20049	0.33421	0.58082	0.29797	0.23647	0.12173	0.23045
Pleomorphovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0.00869	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
type III	0.04833	0	0.01633	0	0	0	0.00255	0	0.00842	0	0.09912	0	0.00632	0.00542	0.01793	0.09895	0	0	0	0.00534	0.00526	0.2298	0.022	0.56125	0.01952	0.05767	0	0	0.00467	0.03103	0.06096	0.03533	0.16885	0.01092	0	0.00525
Nitrosarchaeum	0	0	0	0	0	0	0	0	0	0	0	0	0.00632	0	0	0.007	0	0	0.00605	0.00916	0.00614	0.00533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus Nitrosotenuis	0	0	0	0	0	0	0	0	0	0	0	0	0.00158	0	0	0	0	0	0	0.0084	0.00877	0	0	0.00127	0	0	0	0	0	0	0	0	0	0	0	0
