Genus	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
Flavobacterium	5908.52652350917	3332.63474311776	2405.90693579092	2147.74721973846	5897.22520938027	5602.23405389801	1426.35082125399	5451.03590015115	1801.88224476873	1376.04848882925	1287.2138445881	5270.11835675858	1758.52662002757	7705.76792674111	4233.82210911837	5254.58613581214	1737.56009023404	5290.02015574287	1708.97500281887	2405.88183491653	1802.87693389588	5172.74834614625	3143.18171898365	428.941769153018	1037.09210831347	677.806239840325	2363.13137860063	885.242140057853	429.944593778687	4711.7211854675	11750.8564354536	12922.256179303	1770.92402827452	785.313891810752	1656.96774534349	1298.47637244568
Apibacter	0	0	21.2669275761387	0	0	8.76376074133439	4.55994508073526	0	0	0	0	0	0	0	0	48.5038720228813	0	0	0	0	0	0	0	0	0	0	0	0	0	9.17569851113437	0	4.16488703673282	0	0	0	0
Terrimonas	6387.80474811894	5326.92043944623	5413.46211301002	10200.1090414861	14939.3469436103	8724.32381799838	8452.31420165089	8952.85362886037	9030.46125006756	7311.54122422706	7692.38993525846	6056.45924182973	4502.86927311407	7761.11853958154	4266.00559384461	3567.34430187334	4208.57623101858	2719.28689586021	2364.49859782589	3238.99518951582	1909.66755367368	3166.98878335485	2327.56815909113	3417.17980268162	9410.57054823472	9582.51200088633	11485.3267002955	10166.5599263233	9335.78425529063	6302.17559406413	7304.23400180941	6313.96874768695	7342.55093577933	13002.2306760474	11332.6028199305	6220.10116903149
Lentzea	3959.59032243001	54.9371765002531	903.50140702499	457.494948170941	536.968949789763	60.6160117942295	126.76647324444	283.702282737023	2869.53957484664	611.891865336321	145.639052130539	43.584714184082	120.380175654061	851.115945270905	122.805402244882	110.865993195157	18.9453592393119	178.76793482044	22.1071007113802	122.830815101177	153.455428420207	62.1418602880502	178.031777051809	339.438171652585	0	0	0	0	20.6808791944179	32.1149447889703	0	0	27.3731536628454	21.8981758293383	0	0
Enterococcus	0	0	27.4411968724371	0	0	0	0	9.88017900079184	0	0	0	0	0	7.2196451530991	0	26.5616442030064	33.3799186597401	13.8482203029918	0	0	0	0	0	13.5099769811974	0	0	0	0	0	0	0	27.7659135782188	0	0	0	0
Gemmata	933.483544109169	1123.89549033048	545.393787839686	820.335769134101	663.22921636195	749.30154338409	549.929376736673	516.592216327116	477.414594758816	1223.78373067264	1132.74818323752	1016.97666429525	3019.26494613429	920.103665622741	6263.92244829755	4092.80291545456	5428.29650204475	9536.38807228754	4502.15911878718	6826.45606100345	5066.72133836542	2868.25863570506	3120.37961945978	3149.51338374165	2393.58048343947	1743.23073266069	1867.63608953921	4007.60782785881	3960.93259939403	4441.03807938904	3984.63568729159	7732.80693153393	4793.27723378738	1150.78689530729	2343.73058768082	1989.46426495871
Abditibacterium	189.011130832022	227.029536621528	140.63613397124	306.499078577576	204.628707892856	194.99367649469	152.302165696558	242.770112590885	312.382389163176	412.17715928905	539.158713190328	285.116671954203	125.260453045442	651.372429368497	55.0506975580504	57.7427047891444	65.8576773557034	49.0982356196982	32.6800619211708	38.7184091079797	79.8686147918034	38.9322498190194	306.074335916656	367.302499176305	203.203039461107	118.458381109633	215.985126001133	135.531257877074	93.6081900378913	116.225514474369	158.342231612803	52.7552357986157	223.745777765867	249.941248258999	245.852970185852	129.484596320305
Thermobaculum	0	0	0	0	0	0	5.47193409688232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinoplanes	54.9675227419655	125.759801627085	83.695650460933	253.537840735127	214.061946199973	196.454303284912	35.5675716297351	177.843222014253	175.136218183128	260.620609309915	101.506006030376	177.970916251668	964.668164362949	158.83219336818	164.305158865566	895.011924231738	1791.68968806064	2526.67074073678	1691.67379356649	10202.9683587304	616.513914179427	628.905573999544	1205.00325945411	552.220309106445	208.066942001399	66.5890308012729	171.517600059723	53.1831518251811	57.6887682791656	47.4077756408609	80.1025406982414	484.515191939918	77.3589125254326	182.736501748271	46.7323827625999	294.063148652656
Duganella	633.573025288971	354.775019326936	308.713464814917	129.586007486843	284.448416645388	299.428491995591	214.317418794557	66.3383447196023	321.644400701707	18.4134126142874	391.313008754781	1128.66249439196	45.549255652888	139.579806293249	151.601151736785	527.76832177278	271.550149096804	1324.3934326134	312.382944834721	1527.37448343203	909.066368360639	780.891087716101	1535.63370255033	1141.59305491118	477.202882564248	95.3274546207696	133.402577824229	471.786024255639	302.593916634114	120.813363729936	178.833579233283	349.850511085557	467.723886499923	141.960588135021	49.7801468558129	39.9345016688792
Dictyoglomus	0	1.32378738554827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gynurincola	71.3613453141306	33.7565783314808	63.1147528066052	24.7903666496569	182.859696414892	52.5825644480063	50.1593958880879	165.140134727521	65.6760818186732	0	36.7775384168028	85.3533986104939	4.88027739138085	107.492494501698	16.0917423631224	70.4460998427562	0	16.3660785398994	80.7389765111279	0	72.6894134622031	13.4765480142759	117.51851293075	0	50.8007598652767	86.2152714584901	171.517600059723	44.6052241114422	146.943089012969	15.2928308518906	0	83.2977407346564	37.4893191469404	0	11.1751350084478	88.3399582372177
Asticcacaulis	108.006360475441	224.381961850431	384.176756214119	252.411005887416	176.328992971503	695.988665540972	102.14276980847	218.775392160391	218.078271679953	587.10457912478	135.341341373834	191.591139434194	379.034877397246	182.095494417055	105.866726073174	635.169752680589	250.800469929939	265.634043993752	39.4083099637648	340.454976639131	189.351435068208	296.484056314071	280.641224909255	512.534751724177	347.498814823116	315.421724848135	215.985126001133	283.071614553383	426.679191800621	131.518345326259	111.770987020802	88.8509234503001	125.559465714356	443.249283166261	200.644469469858	1035.87677056244
Pseudomonas	2604.68910396577	6381.31709203542	4543.57617215376	6753.12124233608	8242.47337927286	11216.1531221178	5135.41014992406	7026.21872370597	5090.73834199613	966.704162250091	3179.78597151677	7777.14743722213	15662.4369080716	7006.26452968529	3642.66231072576	5605.66178093014	2184.12927230353	5428.50235877279	6669.61616679424	12005.3770585846	6770.88425397929	11159.3304529324	16834.9654792439	12270.4365931726	3754.93276110577	2959.35671624183	2737.92909724965	536.978274880054	574.710748139612	2979.04344994829	4468.9766310484	6572.19174396439	2796.82222207333	811.742724708229	2058.2566842832	3275.8392732623
Alistipes	0	6.61893692774134	1.37205984362185	18.0293575633868	0	0	0	23.9947204304945	5.89400734270144	0	14.7110153667211	0	0	0	16.0917423631224	131.653366919249	43.3036782612844	10.0714329476304	8.65060462619227	0	0	0	0	145.232252547872	0	0	31.7625185295783	29.1649542267122	0	45.8784925556719	0	111.063654312875	0	9.06131413627791	0	0
